id_nestbox;site;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success;father_id;mother_id;id_bird;id_ring;species;sex;age;adult_mass;adult_tarsus_l;adult_wing_l;adult_aggress;nestling_mass_j13;nestling_mass_j14;nestling_tarsus_l;nestling_wing_l
DIJ-072;bd_strasbourg;2019;13/05/2019;09/04/2019;NA;NA;9;7;6;1;8791247;8791432;VIGARCC0427;8791428;CC;unknown;nestling;NA;NA;NA;NA;8,43;NA;NA;NA
DIJ-072;bd_strasbourg;2019;13/05/2019;09/04/2019;NA;NA;9;7;6;1;8791247;8791432;VIGARCC0428;8791429;CC;unknown;nestling;NA;NA;NA;NA;9,78;NA;NA;NA
DIJ-072;bd_strasbourg;2019;13/05/2019;09/04/2019;NA;NA;9;7;6;1;8791247;8791432;VIGARCC0429;8791430;CC;unknown;nestling;NA;NA;NA;NA;8,18;NA;NA;NA
DIJ-072;bd_strasbourg;2019;13/05/2019;09/04/2019;NA;NA;9;7;6;1;8791247;8791432;CLPECCC0467;8791431;CC;unknown;nestling;NA;NA;NA;NA;8,63;NA;NA;NA
DIJ-072;bd_strasbourg;2020;11/05/2020;06/04/2020;NA;NA;10;10;5;1;NA;NA;BRFAICC0746;NA;CC;unknown;nestling;NA;NA;NA;NA;8,54;NA;14,85;NA
DIJ-072;bd_strasbourg;2020;11/05/2020;06/04/2020;NA;NA;10;10;5;1;NA;NA;BRFAICC0747;NA;CC;unknown;nestling;NA;NA;NA;NA;8,40;NA;15,55;NA
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0825;V010358;CC;unknown;nestling;NA;NA;NA;NA;10,69;NA;16,10;35,00
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0826;V010359;CC;unknown;nestling;NA;NA;NA;NA;8,96;NA;15,73;33,00
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0827;V010360;CC;unknown;nestling;NA;NA;NA;NA;7,71;NA;15,18;30,00
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0828;V010361;CC;unknown;nestling;NA;NA;NA;NA;7,70;NA;15,10;30,50
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0829;V010362;CC;unknown;nestling;NA;NA;NA;NA;7,51;NA;14,66;32,00
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0830;V010363;CC;unknown;nestling;NA;NA;NA;NA;8,01;NA;15,44;31,00
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0831;V010364;CC;unknown;nestling;NA;NA;NA;NA;9,51;NA;15,94;34,00
DIJ-072;bd_strasbourg;2021;15/05/2021;02/04/2021;15/04/2021;02/05/2021;14;14;8;1;NA;NA;THPAGCC0832;V010365;CC;unknown;nestling;NA;NA;NA;NA;9,55;NA;15,84;33,00
DIJ-073;bd_strasbourg;2020;18/05/2020;15/04/2020;NA;NA;9;8;3;1;NA;NA;LAPOLCC0035;8791931;CC;unknown;nestling;NA;NA;NA;NA;11,18;NA;16,58;NA
DIJ-073;bd_strasbourg;2020;18/05/2020;15/04/2020;NA;NA;9;8;3;1;NA;NA;LAPOLCC0036;8791930;CC;unknown;nestling;NA;NA;NA;NA;11,46;NA;16,07;NA
DIJ-074;bd_strasbourg;2021;26/04/2021;03/04/2021;13/04/2021;NA;12;0;0;0;NA;NA;DIJ-074-2021;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-076;bd_strasbourg;2019;14/05/2020;05/04/2019;NA;NA;12;12;4;1;NA;8791552;CLPECCC0019;8791552;CC;female;more_than_one;10,04;NA;NA;NA;NA;NA;NA;NA
DIJ-076;bd_strasbourg;2019;14/05/2019;05/04/2019;NA;NA;12;12;4;1;NA;8791552;CLPECCC0546;8791549;CC;unknown;nestling;NA;NA;NA;NA;9,55;NA;NA;NA
DIJ-076;bd_strasbourg;2019;14/05/2019;05/04/2019;NA;NA;12;12;4;1;NA;8791552;VIGARCC0503;8791550;CC;unknown;nestling;NA;NA;NA;NA;8,02;NA;NA;NA
DIJ-076;bd_strasbourg;2019;14/05/2019;05/04/2019;NA;NA;12;12;4;1;NA;8791552;CLPECCC0547;8791551;CC;unknown;nestling;NA;NA;NA;NA;9,00;NA;NA;NA
DIJ-076;bd_strasbourg;2019;14/05/2019;05/04/2019;NA;NA;12;12;4;1;NA;8791552;VIGARCC0504;8791553;CC;unknown;nestling;NA;NA;NA;NA;9,35;NA;NA;NA
DIJ-076;bd_strasbourg;2020;11/05/2020;04/04/2020;NA;NA;12;11;9;1;NA;NA;BRFAICC0748;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;16,09;NA
DIJ-076;bd_strasbourg;2020;11/05/2020;04/04/2020;NA;NA;12;11;9;1;NA;NA;BRFAICC0749;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;15,99;NA
DIJ-076;bd_strasbourg;2020;11/05/2020;04/04/2020;NA;NA;12;11;9;1;NA;NA;BRFAICC0751;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;16,15;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;CLPECPM0252;8790943;PM;unknown;nestling;NA;NA;NA;NA;12,29;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;VIGARPM0225;8790944;PM;unknown;nestling;NA;NA;NA;NA;14,30;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;CLPECPM0253;8790945;PM;unknown;nestling;NA;NA;NA;NA;14,21;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;VIGARPM0226;8790946;PM;unknown;nestling;NA;NA;NA;NA;14,37;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;CLPECPM0254;8790947;PM;unknown;nestling;NA;NA;NA;NA;12,70;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;CLPECPM0255;8790948;PM;unknown;nestling;NA;NA;NA;NA;16,94;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;VIGARPM0227;8790949;PM;unknown;nestling;NA;NA;NA;NA;14,22;NA;NA;NA
DIJ-079;bd_strasbourg;2019;09/05/2019;05/04/2019;NA;NA;9;9;8;1;NA;NA;VIGARPM0228;8790950;PM;unknown;nestling;NA;NA;NA;NA;15,54;NA;NA;NA
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;BRFAIPM0840;8791929;PM;female;two;17,60;19,60;71,50;2,5;NA;NA;NA;NA
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0001;8791928;PM;male;two;17,64;20,24;74,00;3,0;NA;NA;NA;NA
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0002;V011101;PM;unknown;nestling;NA;NA;NA;NA;13,16;NA;18,93;40,00
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0003;V011102;PM;unknown;nestling;NA;NA;NA;NA;16,64;NA;19,67;41,00
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0004;V011103;PM;unknown;nestling;NA;NA;NA;NA;14,35;NA;19,05;39,00
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0005;V011104;PM;unknown;nestling;NA;NA;NA;NA;12,81;NA;18,51;33,50
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0006;V011105;PM;unknown;nestling;NA;NA;NA;NA;14,37;NA;19,97;42,00
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0007;V011106;PM;unknown;nestling;NA;NA;NA;NA;14,33;NA;18,05;36,50
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0008;V011107;PM;unknown;nestling;NA;NA;NA;NA;16,07;NA;20,33;42,00
DIJ-079;bd_strasbourg;2021;27/04/2021;26/03/2021;02/04/2021;14/04/2021;9;9;8;1;8791928;8791929;THPAGPM0009;V011108;PM;unknown;nestling;NA;NA;NA;NA;15,14;NA;19,96;39,00
DIJ-080;republique;2019;12/05/2019;02/04/2019;13/04/2019;29/04/2019;13;11;0;0;NA;NA;DIJ-080-2019;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-081;republique;2020;24/04/2020;NA;NA;12/04/2020;9;NA;0;0;NA;NA;DIJ-081-2020;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-082;republique;2020;11/05/2020;07/04/2020;NA;NA;9;9;6;1;NA;NA;BRFAICC0750;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;16,85;NA
DIJ-083;conseil_regional;2020;29/04/2020;31/03/2020;NA;NA;8;8;6;1;NA;8791854;BRFAIPM0525;8791854;PM;female;more_than_one;16,59;18,87;70,50;NA;NA;NA;NA;NA
DIJ-083;conseil_regional;2020;03/05/2020;31/03/2020;NA;NA;8;8;6;1;NA;8791854;BRFAIPM0625;8791877;PM;unknown;nestling;NA;NA;NA;NA;14,14;NA;18,56;NA
DIJ-083;conseil_regional;2020;03/05/2020;31/03/2020;NA;NA;8;8;6;1;NA;8791854;BRFAIPM0626;8791878;PM;unknown;nestling;NA;NA;NA;NA;13,89;NA;18,41;NA
DIJ-084;conseil_regional;2019;29/04/2019;25/03/2019;01/04/2019;14/04/2019;9;8;0;0;NA;NA;DIJ-084-2019;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-084;conseil_regional;2021;19/05/2021;05/04/2021;15/04/2021;06/05/2021;12;12;0;0;NA;NA;DIJ-084-2021;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-085;conseil_regional;2020;29/04/2020;24/03/2020;NA;NA;11;11;8;1;8791855;NA;BRFAIPM0526;8791855;PM;male;more_than_one;16,25;19,49;76,00;NA;NA;NA;NA;NA
DIJ-085;conseil_regional;2020;29/04/2020;24/03/2020;NA;NA;11;11;8;1;8791855;NA;LAPOLPM0023;8791856;PM;unknown;nestling;NA;NA;NA;NA;13,01;NA;18,68;NA
DIJ-085;conseil_regional;2020;29/04/2020;24/03/2020;NA;NA;11;11;8;1;8791855;NA;LAPOLPM0024;8791858;PM;unknown;nestling;NA;NA;NA;NA;13,40;NA;18,33;NA
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0194;8876516;PM;male;more_than_two;18,32;20,29;78,50;3,0;NA;NA;NA;NA
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0195;V011273;PM;unknown;nestling;NA;NA;NA;NA;12,88;NA;17,83;36,00
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0196;V011274;PM;unknown;nestling;NA;NA;NA;NA;13,76;NA;18,41;37,00
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0197;V011275;PM;unknown;nestling;NA;NA;NA;NA;9,88;NA;16,93;31,50
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0198;V011276;PM;unknown;nestling;NA;NA;NA;NA;12,95;NA;18,54;36,00
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0199;V011277;PM;unknown;nestling;NA;NA;NA;NA;9,22;NA;16,88;27,50
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0200;8876517;PM;female;more_than_two;16,90;20,07;70,00;2,5;NA;NA;NA;NA
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0201;V011278;PM;unknown;nestling;NA;NA;NA;NA;10,66;NA;16,89;31,00
DIJ-085;conseil_regional;2021;08/05/2021;03/04/2021;10/04/2021;25/04/2021;9;9;7;1;8876516;8876517;CESINPM0202;V011279;PM;unknown;nestling;NA;NA;NA;NA;12,81;NA;18,38;36,50
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0023;8877003;PM;female;two;15,82;19,20;70,00;0,0;NA;NA;NA;NA
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0024;V011012;PM;unknown;nestling;NA;NA;NA;NA;13,55;NA;18,63;42,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0025;V011013;PM;unknown;nestling;NA;NA;NA;NA;13,30;NA;19,36;41,50
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0026;V011014;PM;unknown;nestling;NA;NA;NA;NA;14,50;NA;18,53;41,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0027;V011015;PM;unknown;nestling;NA;NA;NA;NA;12,64;NA;18,93;38,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0028;V011016;PM;unknown;nestling;NA;NA;NA;NA;14,43;NA;19,69;43,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0029;V011017;PM;unknown;nestling;NA;NA;NA;NA;13,33;NA;18,51;39,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0030;V011018;PM;unknown;nestling;NA;NA;NA;NA;14,38;NA;19,21;42,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;NA;8877003;THPAGPM0031;V011019;PM;unknown;nestling;NA;NA;NA;NA;8,18;NA;16,48;28,00
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;NA;NA;VIGARPM0049;8382439;PM;unknown;nestling;NA;NA;NA;NA;16,58;NA;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;NA;NA;CLPECPM0040;8382441;PM;unknown;nestling;NA;NA;NA;NA;15,62;NA;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;NA;NA;VIGARPM0050;8382440;PM;unknown;nestling;NA;NA;NA;NA;15,25;NA;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;NA;NA;CLPECPM0041;8382442;PM;unknown;nestling;NA;NA;NA;NA;15,28;NA;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;NA;NA;VIGARPM0051;8382443;PM;unknown;nestling;NA;NA;NA;NA;14,99;NA;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;NA;NA;CLPECPM0042;8382444;PM;unknown;nestling;NA;NA;NA;NA;14,83;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;CLPECPM0025;8382404;PM;unknown;nestling;NA;NA;NA;NA;11,91;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;VIGARPM0036;8382405;PM;unknown;nestling;NA;NA;NA;NA;14,13;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;VIGARPM0037;8382406;PM;unknown;nestling;NA;NA;NA;NA;15,20;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;CLPECPM0026;8382407;PM;unknown;nestling;NA;NA;NA;NA;13,70;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;CLPECPM0027;8382408;PM;unknown;nestling;NA;NA;NA;NA;15,13;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;VIGARPM0038;8382409;PM;unknown;nestling;NA;NA;NA;NA;14,14;NA;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;NA;NA;CLPECPM0028;8382410;PM;unknown;nestling;NA;NA;NA;NA;15,47;NA;NA;NA
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0089;1299BFC;PM;male;more_than_two;17,89;20,28;77,00;2,0;NA;NA;NA;NA
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0090;V011191;PM;unknown;nestling;NA;NA;NA;NA;13,86;NA;19,57;39,50
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0091;V011192;PM;unknown;nestling;NA;NA;NA;NA;15,10;NA;19,50;40,00
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0092;V011193;PM;unknown;nestling;NA;NA;NA;NA;14,77;NA;19,40;42,00
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0093;V011194;PM;unknown;nestling;NA;NA;NA;NA;14,90;NA;19,74;42,00
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0094;V011195;PM;unknown;nestling;NA;NA;NA;NA;12,93;NA;18,76;33,50
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;1299BFC;NA;CESINPM0095;V011196;PM;unknown;nestling;NA;NA;NA;NA;14,73;NA;19,79;42,00
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;NA;NA;COABICC0039;8790727;CC;unknown;nestling;NA;NA;NA;NA;10,43;NA;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;NA;NA;COABICC0040;8790754;CC;unknown;nestling;NA;NA;NA;NA;7,25;NA;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;NA;NA;COABICC0041;8790755;CC;unknown;nestling;NA;NA;NA;NA;5,45;NA;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;NA;NA;COABICC0042;8790756;CC;unknown;nestling;NA;NA;NA;NA;9,38;NA;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;NA;NA;COABICC0043;8790757;CC;unknown;nestling;NA;NA;NA;NA;5,43;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;NA;8791396;CLPECCC0008;8791404;CC;male;more_than_one;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;NA;CLPECCC0009;8791396;CC;female;more_than_one;10,98;NA;NA;NA;NA;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;CLPECCC0424;8791395;CC;unknown;nestling;NA;NA;NA;NA;7,03;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;VIGARCC0389;8791397;CC;unknown;nestling;NA;NA;NA;NA;8,71;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;VIGARCC0390;8791398;CC;unknown;nestling;NA;NA;NA;NA;5,58;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;CLPECCC0425;8791399;CC;unknown;nestling;NA;NA;NA;NA;6,18;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;CLPECCC0426;8791401;CC;unknown;nestling;NA;NA;NA;NA;5,68;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;VIGARCC0391;8791402;CC;unknown;nestling;NA;NA;NA;NA;6,01;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;8791404;8791396;CLPECCC0427;8791403;CC;unknown;nestling;NA;NA;NA;NA;5,39;NA;NA;NA
DIJ-092;arquebuse;2020;04/05/2020;29/03/2020;NA;NA;7;7;7;1;NA;NA;LAPOLCC0015;8791886;CC;unknown;nestling;NA;NA;NA;NA;11,40;NA;16,75;NA
DIJ-092;arquebuse;2020;04/05/2020;29/03/2020;NA;NA;7;7;7;1;NA;NA;LAPOLCC0016;8791887;CC;unknown;nestling;NA;NA;NA;NA;10,48;NA;16,22;NA
DIJ-093;arquebuse;2020;27/04/2020;25/03/2020;NA;NA;8;8;8;1;8382541;NA;LAPOLPM0011;8791840;PM;unknown;nestling;NA;NA;NA;NA;14,92;NA;18,50;NA
DIJ-093;arquebuse;2020;27/04/2020;25/03/2020;NA;NA;8;8;8;1;8382541;NA;LAPOLPM0012;8791841;PM;unknown;nestling;NA;NA;NA;NA;15,79;NA;19,34;NA
DIJ-093;arquebuse;2020;24/04/2020;25/03/2020;NA;NA;8;8;8;1;8382541;NA;STGARPM0029;8382541;PM;male;more_than_one;17,52;20,05;75,00;NA;NA;NA;NA;NA
DIJ-093;arquebuse;2021;23/04/2021;31/03/2021;10/04/2021;NA;12;0;0;0;NA;NA;DIJ-093-2021;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;CLPECCC0013;8791413;CC;female;more_than_one;10,00;NA;NA;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;CLPECCC0430;8791411;CC;unknown;nestling;NA;NA;NA;NA;6,82;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;CLPECCC0431;8791412;CC;unknown;nestling;NA;NA;NA;NA;5,44;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;CLPECCC0432;8791413;CC;unknown;nestling;NA;NA;NA;NA;6,05;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;VIGARCC0395;8791414;CC;unknown;nestling;NA;NA;NA;NA;6,20;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;CLPECCC0433;8791415;CC;unknown;nestling;NA;NA;NA;NA;8,97;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;VIGARCC0396;8791417;CC;unknown;nestling;NA;NA;NA;NA;5,87;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;NA;8791413;CLPECCC0434;8791416;CC;unknown;nestling;NA;NA;NA;NA;4,95;NA;NA;NA
DIJ-096;arquebuse;2020;15/05/2020;16/04/2020;NA;NA;7;6;0;0;8791967;NA;BRFAIPM0811;8791967;PM;male;more_than_one;16,73;19,89;71,50;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2020;19/05/2020;16/04/2020;NA;06/05/2020;7;6;0;0;NA;NA;DIJ-096-2020;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0872;8877054;PM;female;more_than_two;15,99;19,45;75,00;2,0;NA;NA;NA;NA
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0873;V010384;PM;unknown;nestling;NA;NA;NA;NA;14,52;NA;19,46;41,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0874;V010385;PM;unknown;nestling;NA;NA;NA;NA;15,38;NA;18,80;42,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0875;V010386;PM;unknown;nestling;NA;NA;NA;NA;11,68;NA;16,64;33,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0876;V010387;PM;unknown;nestling;NA;NA;NA;NA;16,15;NA;20,73;44,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0877;V010388;PM;unknown;nestling;NA;NA;NA;NA;15,42;NA;19,21;43,50
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;NA;8877054;THPAGPM0878;V010389;PM;unknown;nestling;NA;NA;NA;NA;14,30;NA;19,41;41,00
DIJ-097;arquebuse;2020;15/05/2020;12/04/2020;NA;02/05/2020;9;NA;0;0;NA;NA;DIJ-097-2020;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;8382544;8877055;THPAGPM0887;8382544;PM;male;more_than_two;17,07;20,18;73,00;2,5;NA;NA;NA;NA
